Year,Date,Location,Latitude,Longitude,Altitude,fileName,pid_tn,pid_jpeg,pid_tiff,_merge
1977.0,9/27/77,Easton Glacier,48.724078999999996,-121.83755,,NAGAP_77V6_062,urn:uuid:06ae7ed6-ba7c-4a9d-9055-1803da89309b,urn:uuid:6accd278-3d8d-46a4-9c99-4d297bb2c2a3,urn:uuid:0e849dc1-e1a7-4d56-ae4b-70f27f78fc2a,both
1977.0,9/27/77,Easton Glacier,48.731064,-121.83811999999999,,NAGAP_77V6_063,urn:uuid:20205da5-0aa2-46e3-bd8b-b76a3704c371,urn:uuid:ad389b6f-9238-4434-9f58-d5fc6798ff13,urn:uuid:2286e22e-df88-49ed-a747-0727f3606f6b,both
1977.0,9/27/77,Easton Glacier,48.733959999999996,-121.837946,,NAGAP_77V6_064,urn:uuid:6e587187-6e95-488f-8744-9a4c40271892,urn:uuid:9ce69749-2b50-4f46-9a90-9bcaec3b09f8,urn:uuid:59ee5435-85a6-4a7a-8bc6-2b806b82f8ca,both
1977.0,9/27/77,Easton Glacier,48.73796,-121.83764599999999,,NAGAP_77V6_065,urn:uuid:11fa7730-be81-4821-88f8-013661d2dd16,urn:uuid:3898964d-27d0-4807-9454-07a7ec19a064,urn:uuid:53ac5734-b99f-44fa-ba4a-8f1e805a2fee,both
1977.0,9/27/77,Easton Glacier,48.741510999999996,-121.837007,,NAGAP_77V6_066,urn:uuid:3d082915-de39-412c-96da-5605cb1626b0,urn:uuid:d03a6e43-0a80-4cad-bb01-a6903aba2199,urn:uuid:8bd91379-5b58-45cc-881a-f5a8a9242987,both
1977.0,9/27/77,Easton Glacier,48.745096000000004,-121.836373,,NAGAP_77V6_067,urn:uuid:4f895166-9df4-4cba-9cf5-3a52d34924ad,urn:uuid:1eaa6536-ff64-4329-9b49-52ee996ec045,urn:uuid:20c7355a-bfa0-454e-8d27-f6e5ccc71721,both
1977.0,9/27/77,Easton Glacier,48.748474,-121.83658799999999,,NAGAP_77V6_068,urn:uuid:68f7d479-02fa-4c5a-8bd2-9363e6011668,urn:uuid:f8cc35ae-ca8d-4cb1-8fe0-e6150c8df0d7,urn:uuid:6537cec2-bfa0-43ca-ba3d-6ebd7861a66a,both
1977.0,9/27/77,Easton Glacier,48.754492,-121.842298,,NAGAP_77V6_069,urn:uuid:4c0f2839-05ac-42a5-9d11-bdb8c4f3ed5d,urn:uuid:952a1c10-7998-4b82-9b9b-b74da52bf254,urn:uuid:79864b06-6a4f-44f9-80ca-b795b2c1121d,both
